OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
DIRECTV 9S,2006-043A,2024-08-16T15:14:54.227904,1.00271225,0.000312,0.6812,89.0182,59.3151,304.7005,0,U,29494,999,6539,0,-1.11e-06,0
OPTUS D1,2006-043B,2024-08-16T18:58:57.701568,1.00273718,0.0003902,1.2962,88.0997,50.789,263.5019,0,U,29495,999,6543,0,-1.82e-06,0
ARIANE 5 R/B,2006-043E,2024-08-16T08:15:45.711648,3.58231471,0.6332879,7.1684,36.2897,331.5117,5.0296,0,U,29498,999,19162,0.0010589,9.994e-05,0
METOP-A,2006-044A,2024-08-16T13:04:28.483104,14.7118679,0.0187501,98.3537,306.2704,38.4645,83.6947,0,U,29499,999,92680,0.00075016,6.027e-05,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2024-08-16T19:50:25.410336,15.04518597,0.000246,97.7195,256.8169,265.5338,94.5607,0,U,29505,999,97127,0.0010363,0.00014476,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2024-08-16T20:27:41.538240,14.97714919,0.000308,97.737,254.1894,95.6398,264.5175,0,U,29506,999,97041,0.00035086,4.054e-05,0
CZ-4B R/B,2006-046C,2024-08-16T03:20:21.702912,15.08487546,0.0041066,97.6397,264.8569,73.7607,286.8133,0,U,29507,999,97375,0.00066254,0.00010475,0
CZ-4B DEB,2006-046E,2024-08-16T02:12:20.883168,14.99491403,0.0037571,97.7534,279.8962,331.0986,28.8156,0,U,29509,999,96784,0.00056525,6.98e-05,0
SINOSAT 2 (XINNUO 2),2006-048A,2024-08-16T14:47:45.046176,0.92881528,0.0033594,12.752,61.5683,267.8136,96.6392,0,U,29516,999,6119,0,-9.3e-07,0
CZ-3B R/B,2006-048B,2024-08-16T18:50:25.997568,6.89461878,0.4101229,28.2787,33.5934,72.4236,327.5276,0,U,29517,999,34761,0.0012828,1.226e-05,0
XM-4 (BLUES),2006-049A,2024-08-16T19:07:13.940832,0.98815518,0.0002792,1.0877,90.3712,343.1433,0.1311,0,U,29520,999,6524,0,-1.66e-06,0
BLOCK DM-SL R/B,2006-049B,2024-08-16T14:49:30.385056,2.1886852,0.6936863,0.9698,327.4647,282.357,170.1143,0,U,29521,999,14228,0,3.8e-07,0
CZ-4 DEB,2006-046H,2024-08-15T21:14:44.589120,15.06401028,0.0055083,97.6461,272.6781,89.4647,84.823,0,U,35375,999,97024,0.00053816,8.145e-05,0
CZ-4 DEB,2006-046J,2024-08-14T06:50:12.337728,14.72332891,0.0148439,97.794,159.5299,174.3954,339.0317,0,U,35376,999,94024,0.0034599,0.00026078,0
CZ-4 DEB,2006-046L,2024-08-16T00:14:36.929760,14.81257642,0.0122038,97.8788,308.0092,341.0534,18.6157,0,U,35378,999,94003,0.0025106,0.00022256,0
GLOBALSTAR M065,2007-020A,2024-08-16T12:46:22.265760,12.61975206,0.0010221,51.9892,73.5166,356.7712,37.5245,0,U,31571,999,79494,-1.7714e-06,-1.04e-06,0
GLOBALSTAR M069,2007-020C,2024-08-16T10:26:59.962272,12.62246023,0.0001014,51.9966,29.5624,101.3614,302.1595,0,U,31573,999,79606,0.00021176,-6.6e-07,0
GLOBALSTAR M072,2007-020D,2024-08-16T00:41:36.489120,12.62261731,9.71e-05,52.0077,126.7941,37.8383,335.8389,0,U,31574,999,79428,2.1685e-05,-1e-06,0
GLOBALSTAR M071,2007-020F,2024-08-16T13:08:15.221760,12.6227253,0.000134,52.0078,34.4339,119.7588,312.7304,0,U,31576,999,45726,0.00018901,-7e-07,0
EUTELSAT 8 WEST D,2007-021A,2024-08-16T12:41:03.914592,0.9833413,0.0018428,8.1125,52.9695,92.3131,282.2828,0,U,31577,999,3485,0,-2.3e-07,0
COSMO-SKYMED 1,2007-023A,2024-08-16T19:51:59.699520,14.821953,0.0001443,97.8886,52.087,86.7544,273.3834,0,U,31598,999,93017,0.00031784,2.481e-05,0
TERRASAR-X,2007-026A,2024-08-16T08:04:10.493184,15.19153917,0.0001737,97.4474,235.64,71.9662,63.7205,0,U,31698,999,95218,0.00011384,2.324e-05,0
SL-24 R/B,2007-026B,2024-08-16T12:33:59.001120,14.43942163,0.0338615,97.4609,269.9448,281.742,216.7863,0,U,31699,999,90280,0.00027562,1.849e-05,0
ATLAS 5 CENTAUR R/B,2007-027B,2024-08-16T01:26:14.800992,14.31284555,0.0521707,63.3278,114.3026,33.5157,329.7797,0,U,31702,999,1409,0.0019805,0.00024929,0
GENESIS 2,2007-028A,2024-08-15T15:12:32.060160,15.39852535,0.0016462,64.4901,10.9641,232.7649,127.1983,0,U,31789,999,94662,0.00092486,0.00037052,0
SL-24 DEB,2007-028C,2024-08-16T04:40:04.297152,13.25857967,0.0854099,64.5224,175.5539,223.5015,129.5526,0,U,31791,999,82915,0.00012278,3.18e-06,0
COSMOS 2428,2007-029A,2024-08-16T09:14:29.654880,14.12708447,0.0010454,70.9369,320.4406,319.2406,40.7932,0,U,31792,999,88354,0.00011996,1.75e-06,0
SL-16 R/B,2007-029B,2024-08-16T09:49:32.020896,14.14655248,0.0002227,70.976,291.0245,267.1306,172.0919,0,U,31793,999,88471,1.2146e-05,-2.4e-07,0
SL-16 DEB,2007-029C,2024-08-16T05:32:01.729248,13.71476707,0.0205627,71.0432,164.0235,181.1155,291.7622,0,U,31794,999,85747,0.00037848,3.54e-06,0
SL-16 DEB,2007-029D,2024-08-16T05:43:18.467616,13.68332955,0.0224505,70.9488,169.3853,319.5437,150.4181,0,U,31795,999,85556,0.00074559,7.16e-06,0
SL-16 DEB,2007-029E,2024-08-16T10:27:01.545120,13.68627686,0.0216998,71.0416,222.3719,243.02,239.3005,0,U,31796,999,85578,0.00039515,3.57e-06,0
SL-16 DEB,2007-029F,2024-08-16T07:58:39.080928,13.6615111,0.0226636,70.9415,208.2551,18.3869,50.2858,0,U,31799,999,85389,0.00067718,6.24e-06,0
SL-16 DEB,2007-029R,2024-08-11T03:11:23.229600,13.83525035,0.0199985,71.071,166.8863,173.3646,187.0185,0,U,43374,999,53830,0.0052686,6.74e-05,0
SL-16 DEB,2007-029S,2024-08-14T17:45:44.155296,14.09609258,0.0115582,70.8997,244.8193,257.5372,217.2649,0,U,43375,999,54915,0.0048252,8.956e-05,0
COSMOS 2428 DEB,2007-029W,2024-08-15T08:39:15.378624,13.92721043,0.0105511,70.6801,339.4628,337.9513,21.7072,0,U,60009,999,2346,0.078119,0.00107206,0
COSMOS 2428 DEB,2007-029X,2024-08-16T12:04:22.724256,14.16385509,0.0035012,71.2581,339.6273,213.4791,146.4122,0,U,60010,999,2424,0.13831,0.00287884,0
ZHONGXING-6B,2007-031A,2024-08-16T21:14:08.281248,1.00270608,0.0003107,0.6645,90.4388,63.7241,245.4389,0,U,31800,999,6276,0,-3.6e-06,0
DIRECTV 10,2007-032A,2024-08-16T12:32:42.141408,1.00269755,9.3e-06,0.0045,306.5952,298.8059,165.3817,0,U,31862,999,3887,0,-9.9e-07,0
BREEZE-M DEB [TANK],2007-032B,2024-08-16T04:20:04.926048,5.53888789,0.4968216,45.9287,181.6525,208.5181,111.8551,0,U,31863,999,34413,0.00053646,8.14e-06,0
BREEZE-M R/B,2007-032C,2024-08-16T11:11:20.563872,2.01202121,0.5749796,20.9671,95.277,209.2952,85.0523,0,U,31864,999,12565,0,-3.68e-06,0
SPACEWAY 3,2007-036A,2024-08-16T19:04:21.008640,0.99142425,0.0003807,2.2527,85.0225,60.9766,276.8004,0,U,32018,999,6238,0,-2.03e-06,0
BSAT-3A,2007-036B,2024-08-16T13:50:34.547136,1.00272593,0.0003491,0.0844,256.6376,293.0725,93.2332,0,U,32019,999,6235,0,-3.47e-06,0
ARIANE 5 R/B,2007-036D,2024-08-16T04:39:03.896640,2.44679789,0.7137782,2.5752,6.1674,84.8654,346.2278,0,U,32021,999,14620,0.0014054,3.136e-05,0
INSAT-4CR,2007-037A,2024-08-16T12:45:04.515264,0.99217524,0.000308,5.1493,77.6856,43.8108,320.5413,0,U,32050,999,4453,0,-1.22e-06,0
COSMOS 2429,2007-038A,2024-08-16T10:24:16.464960,13.75066578,0.0037245,82.9845,339.4914,306.992,52.7829,0,U,32052,999,84960,0.00012827,1.38e-06,0
SL-8 R/B,2007-038B,2024-08-16T09:03:24.075936,13.76446257,0.0025102,82.9818,327.7487,284.5508,141.1478,0,U,32053,999,85050,0.0001868,1.98e-06,0
RAPIDEYE 2,2008-040A,2024-08-16T12:56:56.378688,15.00633068,0.0016188,97.4889,272.0832,335.5915,24.4541,0,U,33312,999,86535,0.00054409,6.842e-05,0
RAPIDEYE 5,2008-040B,2024-08-16T03:17:48.595200,14.98528994,0.0012902,97.4848,265.5382,191.8234,168.2688,0,U,33313,999,86499,0.0004204,4.985e-05,0
RAPIDEYE 1,2008-040C,2024-08-16T01:57:29.723328,14.99162198,0.0022812,97.5076,272.5953,326.3095,33.6677,0,U,33314,999,86518,0.00044562,5.394e-05,0
RAPIDEYE 3,2008-040D,2024-08-16T13:14:14.080704,15.02027335,0.0010933,97.4698,274.3543,161.2737,198.8892,0,U,33315,999,86556,0.0005549,7.231e-05,0
RAPIDEYE 4,2008-040E,2024-08-16T03:09:56.028672,14.99849448,0.0006216,97.4918,270.3359,179.5933,180.5297,0,U,33316,999,86517,0.00051364,6.31e-05,0
SL-24 DEB,2008-040G,2024-08-16T07:24:36.838080,15.04491542,0.0015934,97.9944,125.8565,222.6106,137.3884,0,U,33318,999,86826,0.0013237,0.00018552,0
SL-24 R/B,2008-040H,2024-08-16T10:02:08.967840,13.75459861,0.0495699,97.9673,171.5748,47.5601,57.8763,0,U,33319,999,80122,0.00036608,8.37e-06,0
HUANJING 1A (HJ-1A),2008-041A,2024-08-16T20:54:59.167296,14.80340284,0.0020663,97.6326,233.9036,168.3572,191.8123,0,U,33320,999,85933,0.00067561,5.123e-05,0
HUANJING 1B (HJ-1B),2008-041B,2024-08-16T20:45:23.071968,14.80538698,0.0037291,97.6272,238.4208,215.5756,144.2971,0,U,33321,999,85935,0.00045946,3.512e-05,0
CZ-2C DEB,2008-041D,2024-08-16T13:05:02.866848,15.12042603,0.0017375,97.6428,210.8158,198.5069,232.092,0,U,33323,999,86422,0.0026517,0.00045931,0
GEOEYE 1,2008-042A,2024-08-16T20:07:18.762240,14.64754447,0.0006306,98.1272,301.4288,344.789,15.3123,0,U,33331,999,85219,0.00045301,2.367e-05,0
NIMIQ 4,2008-044A,2024-08-16T12:42:56.696832,1.00271679,0.0001639,0.0191,89.8221,44.2178,300.093,0,U,33373,999,5826,0,-2.17e-06,0
BREEZE-M DEB [TANK],2008-044B,2024-08-16T08:21:22.782240,4.93442792,0.5396373,49.4097,236.0752,224.5385,76.7554,0,U,33374,999,28203,0.0010297,3.502e-05,0
BREEZE-M R/B,2008-044C,2024-08-16T06:09:37.306656,2.03673168,0.5961568,12.2969,60.1571,108.0338,322.647,0,U,33375,999,11836,0,6.7e-07,0
GALAXY 19 (G-19),2008-045A,2024-08-16T14:02:56.681664,1.00271604,0.0002956,0.0582,276.1475,226.1681,296.8862,0,U,33376,999,5818,0,-1.36e-06,0
BLOCK DM-SL R/B,2008-045B,2024-08-16T05:09:54.989856,2.12852548,0.641945,0.9744,318.3425,10.7106,5.2879,0,U,33377,999,12363,0,-1.91e-06,0
COSMOS 2442 [GLONASS-M],2008-046A,2024-08-13T18:37:39.891360,2.13108403,0.0018692,65.8079,337.486,304.21,54.0979,0,U,33378,999,12361,0,-6.9e-07,0
COSMOS 2443 [GLONASS-M],2008-046B,2024-08-15T01:35:42.914688,2.13098296,0.0014633,65.8183,337.5517,174.3903,186.0507,0,U,33379,999,12364,0,-6.6e-07,0
COSMOS 2444 [GLONASS-M],2008-046C,2024-08-13T11:10:42.593664,2.13112314,0.0019338,65.8273,337.6512,293.478,61.9367,0,U,33380,999,12360,0,-6.9e-07,0
SL-12 R/B(2),2008-046F,2024-08-16T10:39:09.738144,2.13271811,0.0019632,65.807,337.1243,200.8396,164.3415,0,U,33383,999,12378,0,-6.2e-07,0
SL-12 R/B(AUX MOTOR),2008-046G,2024-08-16T05:41:56.054112,4.23376,0.5583324,65.3692,265.847,272.2691,28.3434,0,U,33384,999,24553,0.00047902,9.8e-07,0
SL-12 R/B(AUX MOTOR),2008-046H,2024-08-14T09:38:33.518976,4.21862748,0.5591449,65.1415,281.3188,303.1698,15.1827,0,U,33385,999,24481,0.0042027,3.61e-06,0
DEMOSAT/FALCON 1,2008-048A,2024-08-15T23:08:12.530688,14.9063506,0.0011189,9.3466,14.0875,156.2777,203.7939,0,U,33393,999,86250,0.00077292,8.464e-05,0
THEOS,2008-049A,2024-08-16T18:10:16.917600,14.20109544,0.000124,98.6536,294.3244,97.0871,263.0446,0,U,33396,999,82297,0.00018424,3.49e-06,0
SL-24 R/B,2008-049B,2024-08-16T10:14:51.140256,13.9182674,0.0339567,98.6468,30.7839,61.2833,353.0832,0,U,33397,999,80637,8.9918e-05,1.43e-06,0
SL-24 DEB,2008-049C,2024-08-16T08:22:24.655008,14.82374107,0.0024478,98.7753,152.1327,178.8268,181.3005,0,U,33398,999,85380,0.0013055,0.00010455,0
SL-12 DEB,2008-046M,2024-08-16T08:51:18.183744,4.24115621,0.5628081,65.2854,234.2956,286.5721,21.0828,0,U,39800,999,15812,0.00065659,1.51e-06,0
SL-12 DEB,2008-046N,2024-08-09T03:48:47.950848,4.70376196,0.5449352,65.1198,61.5318,273.1735,29.0362,0,U,39801,999,16934,0.00073967,4.57e-06,0
GIOVE-B,2008-020A,2024-08-13T22:01:09.640416,1.65405464,0.0002288,59.3866,53.9249,261.2504,98.7839,0,U,32781,999,9934,0,-1.9e-07,0
FREGAT R/B,2008-020B,2024-08-10T18:50:57.219936,1.67952277,0.0032469,58.4506,48.5396,252.6699,110.3412,0,U,32782,999,9991,0,-3.9e-07,0
CARTOSAT-2A,2008-021A,2024-08-16T19:19:32.016288,14.78655915,0.0012911,97.8618,286.8714,121.4294,238.8182,0,U,32783,999,87996,0.00046651,3.373e-05,0
NTS (CANX-6),2008-021B,2024-08-16T11:28:52.795776,14.94416429,0.0013476,97.7947,192.292,153.8635,206.3268,0,U,32784,999,88384,0.00090078,9.672e-05,0
CUTE-1.7+APD II (CO-65),2008-021C,2024-08-16T04:00:59.249088,14.9771375,0.0012626,97.7574,194.0421,123.0396,237.204,0,U,32785,999,88452,0.0010872,0.0001272,0
IMS-1,2008-021D,2024-08-16T20:58:59.913984,14.93905805,0.0009533,97.8446,195.2413,210.329,149.7379,0,U,32786,999,88293,0.0010656,0.00011297,0
COMPASS-1,2008-021E,2024-08-16T09:45:23.459328,15.1498051,0.000833,97.6246,205.8414,16.1403,344.0093,0,U,32787,999,88684,0.0020789,0.00038935,0
AAUSAT-II,2008-021F,2024-08-16T20:11:49.386048,15.21324391,0.0002561,97.5957,210.4119,10.9378,349.1912,0,U,32788,999,88763,0.002388,0.00053736,0
CANX-2,2008-021H,2024-08-16T21:30:14.560704,14.9610503,0.0013435,97.7701,193.4642,128.7993,231.443,0,U,32790,999,88444,0.00097153,0.00010898,0
SEEDS II (CO-66),2008-021J,2024-08-16T09:18:30.732480,15.05539717,0.0008164,97.6945,200.2949,103.7051,256.5085,0,U,32791,999,88565,0.0015836,0.0002281,0
RUBIN-8 & PSLV R/B,2008-021K,2024-08-16T10:17:01.012416,14.8318328,0.0025547,98.0897,206.9097,355.7346,4.3645,0,U,32792,999,87969,0.00059897,4.862e-05,0
AMOS-3,2008-022A,2024-08-16T19:57:13.923360,1.002715,0.0002326,0.0109,139.4737,29.684,91.7266,0,U,32794,999,5973,0,-3.3e-07,0
GALAXY 18 (G-18),2008-024A,2024-08-16T14:45:43.684416,1.00271087,0.0003186,0.0132,114.0275,31.939,277.9411,0,U,32951,999,3913,0,2.8e-07,0
BLOCK DM-SL R/B,2008-024B,2024-08-16T10:16:52.560768,2.146198,0.6529472,0.3129,89.9722,238.7101,5.0954,0,U,32952,999,12735,0,-1.94e-06,0
YUBILEINY (RS-30),2008-025A,2024-08-16T20:01:36.565536,12.43145532,0.0019095,82.5002,51.7536,335.0712,24.9444,0,U,32953,999,73666,0.00042311,6.9e-07,0
COSMOS 2437,2008-025B,2024-08-16T21:13:20.184096,12.42739006,0.0020458,82.4982,53.5219,351.676,71.7042,0,U,32954,999,73646,0.00024508,4.4e-07,0
COSMOS 2438,2008-025C,2024-08-16T21:00:02.687040,12.43346208,0.0020771,82.4988,49.356,327.8519,32.1293,0,U,32955,999,73682,0.0004985,7.9e-07,0
COSMOS 2439,2008-025D,2024-08-16T20:25:36.416352,12.43047629,0.0020554,82.5032,53.8363,338.1719,21.8483,0,U,32956,999,73664,0.0004454,7.2e-07,0
BREEZE-M R/B,2008-025E,2024-08-16T08:57:53.664192,12.77747568,0.0199897,82.5054,164.739,150.7715,329.1661,0,U,32957,999,75705,-1.001e-05,1e-07,0
FENGYUN 3A,2008-026A,2024-08-16T09:15:29.897280,14.19151582,0.0007502,98.6066,174.7751,258.1999,101.8336,0,U,32958,999,84038,0.00032963,6.47e-06,0
CZ-4C R/B,2008-026B,2024-08-16T02:12:38.786112,14.42475666,0.0070532,98.9477,260.3432,103.2412,317.2767,0,U,32959,999,85345,0.00026415,8.52e-06,0
ZHONGXING-9,2008-028A,2024-08-16T17:49:10.710048,1.0026945,0.0004898,0.025,202.8116,316.4073,165.8825,0,U,33051,999,5929,0,-2.45e-06,0
FGRST (GLAST),2008-029A,2024-08-16T02:13:05.596032,15.17403367,0.0010172,25.582,157.73,13.5684,346.5125,0,U,33053,999,89368,0.00035838,7.692e-05,0
SL-23 R/B,2008-022B,2024-08-16T02:58:03.977760,0.95533872,0.055166,12.5417,37.3179,41.0708,328.7514,0,U,33059,999,5657,0,-1.27e-06,0
CZ-4B DEB,2008-026C,2024-08-16T10:32:09.162816,13.76121669,0.0243855,98.9165,314.2425,273.9391,83.3918,0,U,37571,999,61038,0.0010357,1.21e-05,0
CZ-4B DEB,2008-026D,2024-08-16T09:20:35.157984,13.76913458,0.024121,98.7538,271.788,213.2052,215.3495,0,U,37572,999,80319,0.00116,1.377e-05,0
CZ-4B DEB,2008-026E,2024-08-16T00:34:20.079264,13.8120069,0.022337,98.8086,303.205,103.1502,19.4829,0,U,37573,999,79939,0.0013855,1.736e-05,0
CZ-4B DEB,2008-026F,2024-08-15T22:10:45.060096,13.74664582,0.0249692,98.833,284.4639,293.8969,63.6206,0,U,37574,999,59758,0.0008885,1.016e-05,0
SL-23 DEB,2008-020C,2024-08-16T13:47:11.261760,1.67811425,0.0510687,59.3228,45.864,190.8459,184.659,0,U,43381,999,6578,0,-1.8e-07,0
CZ-4B DEB,2008-026G,2024-08-15T08:48:34.754688,14.4240011,0.0070648,98.9487,259.5208,106.3276,254.5696,0,U,44592,999,56471,0.00027574,8.9e-06,0
BLOCK DM-SL R/B,2009-020B,2024-08-16T13:18:16.984800,1.81488562,0.4785619,3.1923,6.867,100.3072,38.137,0,U,34811,999,10156,0,-8.9e-07,0
YAOGAN-6,2009-021A,2024-08-16T17:57:20.465856,15.51468559,0.0013029,97.1748,196.918,322.8485,37.1865,0,U,34839,999,85283,0.00071988,0.00042709,0
SES-7 (PROTOSTAR 2),2009-027A,2024-08-16T13:49:22.827360,1.0026917,9.17e-05,0.0281,70.5661,146.2033,64.2765,0,U,34941,999,5591,0,-3.42e-06,0
BREEZE-M R/B,2009-027B,2024-08-16T13:45:44.345088,1.57274375,0.3392301,9.1476,322.8469,212.7383,198.629,0,U,34942,999,8761,0,-9.8e-07,0
MEASAT-3A,2009-032A,2024-08-16T19:01:13.041120,1.00272193,0.0002195,0.0385,257.2218,234.8289,278.8647,0,U,35362,999,5552,0,-1.09e-06,0
SL-23 R/B,2009-032B,2024-08-16T11:37:26.124960,1.68695338,0.4061402,8.9581,233.1914,4.4211,218.6142,0,U,35363,999,9332,0,-3.6e-07,0
GOES 14,2009-033A,2024-08-16T15:06:06.704928,1.00273222,0.0004273,0.0684,257.967,244.5126,301.168,0,U,35491,999,5544,0,-6.5e-07,0
DELTA 4 R/B,2009-033B,2024-08-16T20:47:53.790720,1.93161543,0.5204831,12.4125,161.3829,338.2077,297.7972,0,U,35492,999,10681,0,-4.9e-07,0
FM-5,2009-034A,2024-08-16T19:33:40.397760,1.00272084,3.26e-05,0.0478,278.015,148.141,106.8025,0,U,35493,999,5526,0,-1.98e-06,0
BREEZE-M R/B,2009-034B,2024-08-16T13:37:48.197280,2.04375689,0.6058518,24.1321,11.3962,164.274,302.2567,0,U,35494,999,11296,0,-2.77e-06,0
BREEZE-M DEB [TANK],2009-034C,2024-08-14T09:18:42.419808,5.69985015,0.494026,49.6164,259.2487,321.7547,11.898,0,U,35495,999,30453,0.0018696,9.089e-05,0
TERRESTAR-1,2009-035A,2024-08-16T21:33:02.138688,1.00272344,0.0002742,4.5431,47.78,101.8248,28.416,0,U,35496,999,5544,0,-5.5e-07,0
COSMOS 2451,2009-036A,2024-08-16T19:06:40.644000,12.40849991,0.0005872,82.491,147.7171,220.1701,139.8944,0,U,35498,999,68467,2.732e-05,1.3e-07,0
COSMOS 2452,2009-036B,2024-08-16T06:26:18.421728,12.42974649,0.0015949,82.4923,136.8262,156.2016,203.9805,0,U,35499,999,68554,0.00014889,3.1e-07,0
COSMOS 2453,2009-036C,2024-08-16T19:09:35.832960,12.41497205,0.0006663,82.491,143.7509,174.0796,186.0363,0,U,35500,999,68503,2.62e-05,1.3e-07,0
SL-19 R/B,2009-036D,2024-08-16T10:38:41.933760,12.76639116,0.0196898,82.4897,272.8043,48.183,79.313,0,U,35501,999,70434,7.623e-05,3e-07,0
RAZAKSAT,2009-037A,2024-08-15T08:19:48.626976,14.68709758,0.0016615,8.9862,193.8781,216.0566,143.8503,0,U,35578,999,81027,0.00038021,2.835e-05,0
FALCON 1 R/B,2009-037B,2024-08-15T13:56:58.322112,14.83471813,0.0041064,9.0447,277.1744,40.4657,319.8581,0,U,35579,999,81551,0.00075793,7.152e-05,0
COSMOS 2454,2009-039A,2024-08-16T10:10:02.334432,13.89821211,0.001982,82.959,175.0621,19.8271,101.3619,0,U,35635,999,76436,0.00017805,2.35e-06,0
STERKH 1,2009-039B,2024-08-16T21:33:56.752992,13.90122299,0.0020398,82.9594,173.7613,10.0116,350.145,0,U,35636,999,76470,0.00028481,3.68e-06,0
SL-8 R/B,2009-039C,2024-08-16T08:56:20.252832,13.91570219,0.0014979,82.9585,162.9418,318.4725,161.8432,0,U,35637,999,56333,0.00023818,3.18e-06,0
COSMOS 2456 [GLONASS-M],2009-070A,2024-08-16T11:01:42.565152,2.13099128,0.0002571,64.6386,93.8886,337.7475,203.117,0,U,36111,999,11419,0,2.5e-07,0
COSMOS 2457 [GLONASS-M],2009-070B,2024-08-15T08:53:43.945728,2.13101329,0.0005036,64.6225,93.7833,141.8122,57.2311,0,U,36112,999,11417,0,1.5e-07,0
COSMOS 2458 [GLONASS-M],2009-070C,2024-08-13T14:47:59.847360,2.13082538,0.0004152,64.6268,93.8855,317.0103,252.6351,0,U,36113,999,11412,0,0,0
SL-12 R/B(AUX MOTOR),2009-070E,2024-08-16T00:34:01.999200,4.26727857,0.5643269,65.0601,125.5554,302.0331,15.2287,0,U,36115,999,22738,0.00011977,7.9e-07,0
SL-12 R/B(AUX MOTOR),2009-070F,2024-08-16T01:45:52.713792,4.3502089,0.5714461,64.6215,101.7453,329.146,7.227,0,U,36116,999,7185,0.001616,1.631e-05,0
SL-12 R/B(2),2009-070H,2024-08-16T13:45:25.227360,2.13352772,0.002983,64.6354,93.283,202.5237,345.8712,0,U,36118,999,11433,0,2.6e-07,0
NEOWISE,2009-071A,2024-08-16T01:58:06.995424,15.74224897,0.0002443,97.1365,266.8199,169.4651,190.6666,0,U,36119,999,81763,0.00074475,0.00107798,0
DELTA 2 R/B,2009-071B,2024-08-16T10:25:28.341984,5.87190342,0.3443517,97.5392,20.6605,69.9285,323.5478,0,U,36120,999,31456,0,2.7e-07,0
YAOGAN-8,2009-072A,2024-08-16T07:42:30.958560,13.05036762,0.002166,100.2787,135.9951,31.8623,328.3789,0,U,36121,999,70129,-0.00085204,-3.18e-06,0
XIWANG-1 (HOPE-1),2009-072B,2024-08-16T20:04:09.338880,13.16405509,0.0007215,100.2987,186.5294,329.6942,30.3753,0,U,36122,999,70503,0.00015173,1.4e-07,0
CZ-4C R/B,2009-072C,2024-08-16T09:52:31.044288,13.46187581,0.0157536,100.5051,215.7294,110.0114,12.0077,0,U,36123,999,72078,0.0001098,2.3e-07,0
DIRECTV 12,2009-075A,2024-08-16T09:31:12.057312,1.00270934,3.03e-05,0.0047,159.3385,247.6546,318.3637,0,U,36131,999,3983,0,-1e-06,0
BREEZE-M DEB [TANK],2009-075C,2024-08-16T08:09:34.583040,5.23040287,0.5129721,45.8605,55.5351,114.1335,306.817,0,U,36133,999,27777,0.0016616,1.454e-05,0
BREEZE-M R/B,2009-075B,2024-08-16T11:36:40.721760,1.99409325,0.5751433,21.2754,49.5948,297.5693,23.2348,0,U,36587,999,10375,0,-6.31e-06,0
CZ-4C DEB,2009-072D,2024-08-16T05:03:52.181568,13.46231741,0.0157528,100.5048,215.5024,110.1565,317.1343,0,U,38325,999,54916,0.00016054,5.6e-07,0
CZ-4C DEB,2009-072E,2024-08-15T11:36:28.155744,13.22769214,0.0134117,100.2868,318.9443,159.3815,264.4821,0,U,38657,999,70411,0.00085365,3.32e-06,0
CZ-4C DEB,2009-072F,2024-08-14T00:51:16.182144,13.05224941,0.01359,100.5667,152.6121,136.2604,290.099,0,U,38658,999,69022,0.0018224,5.75e-06,0
CZ-4C DEB,2009-072G,2024-08-15T14:51:40.877568,13.05480435,0.0134627,100.6193,181.8739,153.5932,23.8651,0,U,38659,999,69628,0.0003047,6e-07,0
CZ-4C DEB,2009-072H,2024-08-16T12:42:28.081152,12.92687881,0.0156667,100.5575,115.8544,82.3081,36.8182,0,U,38660,999,68313,0.00081678,1.93e-06,0
GSAT0101 (GALILEO-PFM),2011-060A,2024-08-15T09:09:39.391488,1.70475836,0.0001845,57.129,359.9349,71.8345,288.1902,0,U,37846,999,7981,0,-7.8e-07,0
GSAT0102 (GALILEO-FM2),2011-060B,2024-08-16T11:46:25.796640,1.70475278,0.0001432,57.1299,359.9051,353.4048,12.7299,0,U,37847,999,7971,0,-7.8e-07,0
FREGAT R/B,2011-060C,2024-08-15T17:42:23.929344,1.67042069,0.0006264,57.3603,5.565,328.4259,27.8395,0,U,37848,999,7806,0,-7.5e-07,0
SUOMI NPP,2011-061A,2024-08-16T19:12:58.464288,14.19550883,0.0002053,98.7228,166.8731,86.6182,273.5229,0,U,37849,999,66346,0.00022966,4.41e-06,0
RAX-2,2011-061D,2024-08-16T10:26:08.716704,15.6554735,0.0051422,101.6855,66.8606,189.0206,171.012,0,U,37853,999,70179,0.0018657,0.00204973,0
COSMOS 2476 [GLONASS-M],2011-064A,2024-08-15T15:12:34.526880,2.13101655,0.0021612,64.9103,95.574,233.6822,305.9907,0,U,37867,999,9952,0,1.7e-07,0
COSMOS 2477 [GLONASS-M],2011-064B,2024-08-15T09:47:40.952832,2.13103179,0.0018835,64.9168,95.6548,234.4544,310.5291,0,U,37868,999,9945,0,1.5e-07,0
COSMOS 2475 [GLONASS-M],2011-064C,2024-08-14T22:44:21.689664,2.13102006,0.0023445,64.9236,95.6857,251.0652,258.682,0,U,37869,999,9945,0,1.1e-07,0
